profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P01207,17,M,Atsinanana,D,16.23,19.4,11.8,14.2,15.0,15.3,16.1,14.5,19.3,20,14.3,16.2,18.7,Arts; EPS; Economie; Mathematiques; Philosophie,autonomie; analyse financière et gestion budgétaire; sens de l'observation; esprit d'équipe; comptabilité générale et analytique; stratégie marketing et commerciale,Gestion; Actualité et politique,gère les comptes d'une association d'élèves,Trésorier d'entreprise; Directeur Administratif et Financier; avoir un métier stable,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P01208,17,M,Analanjirofo,D,9.9,12.0,10.9,10.2,10.4,9.3,7.4,9.8,9.2,10.6,7.9,11.4,9.7,Arts; Economie; Francais; Mathematiques; Physique_Chimie,ingénierie des infrastructures routières et hydrauliques; curiosité; autonomie; géotechnique; sens de l'observation,Urbanisme; Architecture; Bénévolat associatif,a visité un chantier de construction dans le cadre d'un stage d'observation; participe à des activités associatives ou de bénévolat,Architecte junior; Urbaniste; avoir un métier stable,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01209,17,F,Analamanga,A1,14.38,9.5,14.2,14.2,14.2,14.8,15.0,15.8,14.6,15.1,13.8,17.2,14.2,Anglais; Arts; Histoire_Geo; Informatique; Malgache,langues étrangères; persévérance; autonomie; management hôtelier et restauration; accueil et relation client,Gastronomie; Langues étrangères,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Directeur d'établissement hôtelier; Chef de produit touristique,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01210,19,M,Atsinanana,C,13.79,13.1,12.3,12.2,15.3,14.9,15.6,13.0,13.2,15.6,12.7,14.1,13.5,Anglais; Arts; Economie; Francais; Malgache,autonomie; rédaction d'actes juridiques; sens de l'observation; comptabilité générale et analytique; rigueur; esprit d'équipe,Débat et droit; Gestion; Musique,s'intéresse à l'actualité économique et suit des chaînes d'information,Chargé de conformité,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,FIC
P01211,17,F,Sava,C,12.13,11.3,10.7,11.2,13.6,8.6,11.2,14.9,10.3,17.4,9.9,12.6,13.9,EPS; Economie; Francais; Histoire_Geo,esprit d'analyse; gestion financière prévisionnelle; rigueur; management stratégique; sens de l'observation; sens de l'organisation,Débat et droit,gère les comptes d'une association d'élèves; s'intéresse à l'actualité économique et suit des chaînes d'information,Consultant en management,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01212,18,F,Vatovavy,S,10.65,11.1,10.7,12.1,10.3,8.4,11.4,13.0,8.8,13.2,8.6,10.9,9.3,Anglais; Economie; Histoire_Geo; Mathematiques; SVT,zootechnie et pisciculture; aisance relationnelle; esprit d'équipe; esprit d'analyse; sens de l'organisation,Nature,aide régulièrement dans l'exploitation agricole familiale,Conseiller agricole,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01213,17,M,Menabe,S,13.68,12.6,17.9,13.6,13.5,13.7,13.7,14.0,13.3,13.4,13.1,11.5,13.9,EPS; Histoire_Geo; Malgache; Physique_Chimie,sens de l'observation; sécurité alimentaire; raffinage et pétrochimie; esprit d'analyse; créativité; exploitation minière et géologie; sens de l'organisation,Mécanique; Sport,aide régulièrement à l'entretien de véhicules en famille; a participé à un club de robotique ou de modélisme,Ingénieur pétrolier,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",True,IAA
P01214,20,M,Atsinanana,C,12.44,17.0,12.6,10.5,9.6,12.0,12.8,9.6,12.3,17.2,10.7,14.8,10.2,Anglais; Arts; Economie; Mathematiques; Physique_Chimie,analyse statistique et probabilités appliquées; traitement de données massives (Big Data); esprit d'équipe; business intelligence; sens de l'observation,Programmation,a participé à un club informatique ou de robotique au lycée,Statisticien financier,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01215,18,F,Atsimo-Atsinanana,D,10.49,12.4,8.0,11.0,8.6,10.2,8.1,11.0,8.5,14.7,12.1,11.4,9.9,Arts; Economie; Informatique; Mathematiques,analyse économique et économétrie; persévérance; esprit d'analyse; sens de l'observation; rigueur,Économie; Entrepreneuriat; Réseaux sociaux,a participé à un club de débat ou un simulacre de procès au lycée,Responsable suivi-évaluation de projets,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01216,17,F,Analanjirofo,S,10.69,11.7,11.9,10.4,11.1,9.3,7.9,10.5,10.4,9.4,16.3,9.6,9.8,Francais; Informatique; Mathematiques; Physique_Chimie,autonomie; créativité; maintenance hardware et microcontrôleurs; aisance relationnelle; traitement du signal et automatique,Robotique; Technologie,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a monté et dépanné des ordinateurs pour son entourage; a occupé un petit job ou une activité rémunérée pendant les vacances,Architecte Hardware; Spécialiste en robotique et domotique; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P01217,18,F,Amoron'i Mania,A2,13.8,15.2,13.0,9.4,16.5,14.5,15.4,18.5,9.5,14.0,13.9,12.2,13.5,Anglais; Francais; Histoire_Geo; Malgache; Mathematiques,créativité; conception de produits touristiques; autonomie; sens de l'observation,Cultures du monde,a organisé un voyage ou un événement pour son groupe d'amis; pratique l'anglais ou une autre langue étrangère en autodidacte,Chef de produit touristique,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01218,20,F,Sava,C,11.17,13.4,17.4,10.6,10.5,12.0,9.5,10.5,10.5,8.1,11.7,10.5,9.3,Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,rigueur; créativité; électronique de puissance; conception assistée par ordinateur (AutoCAD),Automobile et aéronautique; Industrie; Bénévolat associatif,aide régulièrement à l'entretien de véhicules en famille; a participé à un club de robotique ou de modélisme; participe à des activités associatives ou de bénévolat,Ingénieur en maintenance industrielle,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01219,20,F,Itasy,S,7.72,11.0,6.1,9.3,6.9,9.0,9.0,6.4,5.7,6.4,9.6,6.5,6.7,Mathematiques; SVT,persévérance; développement full-stack; notions d'intelligence artificielle; autonomie,Programmation; Musique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; participe à des activités associatives ou de bénévolat,Architecte logiciel; Administrateur de bases de données,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P01220,19,M,Vakinankaratra,A2,13.55,14.5,12.7,15.8,12.9,13.7,13.9,13.6,11.9,16.6,12.0,11.2,13.8,Economie; Mathematiques; SVT,esprit d'analyse; esprit d'équipe; créativité; gestion d'entreprise; autonomie; stratégie marketing et commerciale,Gestion,a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Analyste de marché; Gestionnaire administratif et financier,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01221,18,M,Atsinanana,L,11.96,10.3,11.0,10.9,11.2,11.8,17.5,14.3,11.6,11.8,9.3,12.2,11.6,Anglais; Arts; Histoire_Geo; Malgache,accueil et relation client; esprit d'analyse; esprit d'équipe; langues étrangères; sens de l'organisation,Gastronomie; Voyage; Sport,aime cuisiner et découvrir des plats d'autres cultures; a effectué un stage d'observation dans un hôtel ou une agence de voyage; a occupé un petit job ou une activité rémunérée pendant les vacances,Manager d'agence de voyage; Directeur d'établissement hôtelier,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01222,20,F,Sofia,D,14.82,15.6,18.3,13.9,14.7,13.3,14.0,13.9,11.6,15.0,16.6,16.2,14.8,Arts; Informatique; Physique_Chimie,sens de l'organisation; aisance relationnelle; traitement du signal et automatique,Programmation; Technologie; Bénévolat associatif,a participé à un club informatique ou de robotique au lycée,Architecte Hardware; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P01223,17,F,Menabe,C,12.46,14.2,13.9,8.8,12.5,14.2,11.1,13.6,11.9,11.7,14.8,10.6,12.2,Informatique; Malgache; Mathematiques,"créativité; sens de l'organisation; administration de réseaux (GSM, TCP/IP); rigueur; esprit d'équipe; traitement du signal et automatique; robotique et domotique",Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Architecte Hardware; Ingénieur système et réseau; avoir un métier stable,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P01224,19,F,Sava,S,12.11,14.4,8.8,13.3,10.9,12.7,12.3,9.7,11.7,15.4,11.8,10.3,14.0,EPS; Economie; Mathematiques; SVT,agroécologie et agriculture biologique; autonomie; rigueur; zootechnie et pisciculture; productions végétales et animales; sens de l'observation; sens de l'organisation,Agriculture; Environnement,s'occupe d'un petit élevage ou d'un jardin potager; a réalisé un exposé scolaire sur la santé ou la biologie,Ingénieur Agronome; Conseiller agricole,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01225,18,M,Atsinanana,D,9.78,7.7,12.0,14.9,7.2,11.5,8.5,7.6,8.4,10.3,11.6,9.5,8.1,Informatique; Philosophie; Physique_Chimie; SVT,persévérance; formulation pharmaceutique; aisance relationnelle; gestion de laboratoire d'analyses médicales; esprit d'équipe; pharmacologie; rigueur,Animaux,a participé à un club de sciences naturelles ou d'écologie; a réalisé un exposé scolaire sur la santé ou la biologie,Délégué médical; créer sa propre entreprise,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01226,19,F,Vatovavy,S,12.76,13.0,14.3,15.0,12.7,11.3,10.8,12.0,14.3,12.3,12.6,13.3,11.5,Arts; Mathematiques; Philosophie; Physique_Chimie; SVT,formulation pharmaceutique; persévérance; esprit d'analyse; pharmacologie; sens de l'organisation,Agriculture; Réseaux sociaux,a réalisé un exposé scolaire sur la santé ou la biologie,Délégué médical,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01227,17,F,Menabe,D,11.86,10.9,13.3,19.2,9.1,11.7,11.6,10.2,10.1,13.3,9.3,11.5,12.1,EPS; Economie; Physique_Chimie; SVT,autonomie; sens de l'organisation; curiosité; phytochimie; gestion de laboratoire d'analyses médicales; persévérance; génie des procédés chimiques,Mécanique; Industrie,aide régulièrement à l'entretien de véhicules en famille,Responsable contrôle qualité; Responsable de production pharmaceutique,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,True,ICMP
P01228,19,M,Ihorombe,Technique,12.03,8.7,10.4,13.6,10.9,11.8,13.3,9.5,12.5,13.9,13.1,14.6,12.0,Anglais; Arts; Economie; Informatique; SVT,"esprit d'analyse; conception logicielle (UML, Merise); programmation multi-langages (Java, C#, PHP, JavaScript); persévérance; aisance relationnelle; créativité",Programmation,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Administrateur de bases de données; Développeur Full-Stack (Web & Mobile); contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P01229,18,F,Haute Matsiatra,OSE,13.98,12.8,10.9,15.3,15.0,14.0,10.6,14.7,19.5,16.5,13.0,13.2,12.3,Economie; Francais; Philosophie; SVT,droit des contrats et des sociétés; curiosité; créativité; sens de l'observation; persévérance; rédaction d'actes juridiques,Gestion; Musique,a organisé une petite activité commerciale ou un projet associatif; pratique un sport en club depuis plusieurs années,Assistant juridique,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P01230,17,F,Androy,A1,11.12,12.9,10.1,10.8,10.4,13.5,9.5,12.4,15.0,8.4,8.8,11.0,10.6,Malgache; Mathematiques; SVT,sens de l'organisation; gestion des litiges commerciaux; rédaction d'actes juridiques; esprit d'équipe; droit foncier et minier,Débat et droit,s'intéresse à l'actualité économique et suit des chaînes d'information,Assistant juridique; Juriste d'affaires; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P01231,20,F,Diana,A2,11.96,12.8,13.0,11.9,13.8,12.0,8.2,13.6,13.3,12.3,8.7,12.9,11.0,Arts; Francais; Histoire_Geo; Philosophie; Physique_Chimie,autonomie; rigueur; curiosité; conception de produits touristiques; persévérance,Langues étrangères; Hôtellerie; Réseaux sociaux,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Responsable écotourisme; Chef de produit touristique; travailler à l'international,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",True,
P01232,18,M,Bongolava,D,13.47,15.6,15.4,12.2,12.7,11.0,14.0,11.7,13.7,13.3,14.5,13.5,14.0,Anglais; Informatique; Mathematiques; Physique_Chimie,autonomie; ingénierie des infrastructures routières et hydrauliques; gestion de chantier; géotechnique; persévérance; esprit d'analyse; sens de l'organisation,Urbanisme; Construction; Réseaux sociaux,a visité un chantier de construction dans le cadre d'un stage d'observation; aime dessiner des plans de maisons ou des croquis d'aménagement; participe à des activités associatives ou de bénévolat,Conducteur de travaux; Ingénieur en Bureau d'Études; avoir un métier stable,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01233,19,M,Atsinanana,C,11.8,13.5,11.0,13.9,9.9,14.1,10.5,14.5,11.9,12.0,10.0,10.6,9.7,Histoire_Geo; Malgache; Mathematiques; SVT,productions végétales et animales; rigueur; créativité,Animaux; Bénévolat associatif,a réalisé un exposé scolaire sur la santé ou la biologie,Conseiller agricole,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01234,20,F,Anosy,C,10.84,11.8,10.7,10.8,10.9,11.7,11.0,9.4,11.1,12.5,13.5,9.6,7.1,Economie; Informatique; Malgache; Mathematiques; Philosophie,autonomie; esprit d'équipe; négociation et vente internationale; stratégie marketing et commerciale,Entrepreneuriat; Gestion,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée,Auditeur financier; Contrôleur de gestion; créer sa propre entreprise,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P01235,17,M,Diana,D,11.75,12.6,8.5,10.3,10.5,9.7,10.7,14.0,11.0,16.2,11.0,13.2,13.3,EPS; Economie; Histoire_Geo,analyse économique et économétrie; sens de l'organisation; créativité; sens de l'observation,Entrepreneuriat; Bénévolat associatif,gère les comptes d'une association d'élèves,Analyste économique; Planificateur stratégique,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01236,20,F,Amoron'i Mania,C,12.72,11.7,12.5,13.2,11.7,14.0,12.8,11.5,13.2,17.6,11.0,11.9,11.6,Anglais; Economie; Malgache; Philosophie; SVT,audit financier; aisance relationnelle; rigueur; stratégie marketing et commerciale,Actualité et politique; Réseaux sociaux,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information,Contrôleur de gestion; Auditeur financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P01237,18,F,Bongolava,D,12.54,15.0,14.7,12.5,11.4,13.3,11.2,9.5,13.1,11.3,13.8,12.9,11.8,Informatique; Malgache; Mathematiques; Physique_Chimie,"autonomie; conception assistée par ordinateur (AutoCAD); automatismes (Grafcet, automates); curiosité",Bricolage; Sport,aide régulièrement à l'entretien de véhicules en famille; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Ingénieur en bureau d'études mécanique; créer sa propre entreprise,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01238,18,F,Ihorombe,D,12.23,15.7,12.4,13.4,12.1,9.2,11.3,11.7,12.3,13.6,14.1,9.4,11.6,Economie; Informatique; Mathematiques; SVT,traitement de données massives (Big Data); aisance relationnelle; sens de l'observation; business intelligence; sens de l'organisation; curiosité; analyse statistique et probabilités appliquées,Robotique,a participé à un club informatique ou de robotique au lycée; a monté et dépanné des ordinateurs pour son entourage; pratique un sport en club depuis plusieurs années,Analyste Big Data; Ingénieur Machine Learning,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01239,19,M,Bongolava,A1,13.54,11.8,15.1,10.0,13.4,14.4,11.3,15.7,16.0,12.9,12.2,13.9,15.8,EPS; Histoire_Geo; Philosophie; Physique_Chimie,rédaction d'actes juridiques; gestion des litiges commerciaux; curiosité; droit des contrats et des sociétés; sens de l'organisation; esprit d'analyse; autonomie,Gestion; Musique,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information,Chargé de conformité; Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P01240,20,F,Analamanga,A1,14.75,14.6,14.6,14.1,13.3,15.4,14.9,16.2,13.5,18.9,13.8,13.3,14.4,Anglais; Economie; Histoire_Geo; Malgache; Mathematiques,analyse économique et économétrie; esprit d'analyse; esprit d'équipe; audit financier; créativité; aisance relationnelle; pilotage et planification de projets,Actualité et politique; Entrepreneuriat; Musique,a organisé une petite activité commerciale ou un projet associatif,Consultant en management,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,FIC
P01241,20,F,Vakinankaratra,OSE,13.81,18.8,17.7,13.4,15.3,12.2,12.3,12.0,14.0,12.9,15.0,10.6,11.5,Francais; Informatique; Mathematiques; Philosophie; Physique_Chimie,gestion de production industrielle; sens de l'observation; aisance relationnelle,Mécanique; Musique,a participé à un club de robotique ou de modélisme; participe à des activités associatives ou de bénévolat,Concepteur de systèmes IoT industriels,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01242,19,F,Haute Matsiatra,C,11.24,16.3,7.9,11.2,11.4,12.4,10.3,11.2,9.5,11.5,10.9,10.6,11.7,EPS; Francais; Mathematiques,"conception logicielle (UML, Merise); programmation multi-langages (Java, C#, PHP, JavaScript); esprit d'analyse; esprit d'équipe; analyse statistique et probabilités appliquées; rigueur",Réseaux sociaux et numérique; Robotique; Musique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Responsable Business Intelligence; Data Scientist; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01243,17,F,Alaotra-Mangoro,S,12.06,14.8,14.2,12.6,10.9,9.3,10.0,13.5,12.3,12.3,11.9,12.8,10.1,Histoire_Geo; Mathematiques; Physique_Chimie,esprit d'équipe; géotechnique; esprit d'analyse; aisance relationnelle,Urbanisme,a réalisé des maquettes ou des plans de construction pour un projet scolaire; aime dessiner des plans de maisons ou des croquis d'aménagement,Architecte junior; Conducteur de travaux,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01244,19,M,Vakinankaratra,C,13.66,12.1,12.5,17.3,12.0,14.9,10.8,13.3,11.8,16.3,13.2,14.0,15.7,EPS; Economie; SVT,sécurité alimentaire; esprit d'équipe; transformation agroalimentaire; rigueur; aisance relationnelle,Nature,a participé à un club de sciences naturelles ou d'écologie; participe à des activités associatives ou de bénévolat,Responsable Qualité et Hygiène; travailler à l'international,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01245,20,M,Sava,A2,11.15,8.7,9.2,8.9,10.6,13.2,14.1,15.2,10.6,9.7,9.5,13.6,10.5,Anglais; Arts; Histoire_Geo; Malgache,accueil et relation client; gestion environnementale de sites touristiques; persévérance; langues étrangères; esprit d'équipe,Langues étrangères; Lecture,pratique l'anglais ou une autre langue étrangère en autodidacte; a effectué un stage d'observation dans un hôtel ou une agence de voyage; participe à des activités associatives ou de bénévolat,Organisateur d'événements (MICE); Manager d'agence de voyage,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01246,17,M,Atsinanana,A2,13.82,13.3,14.5,14.7,12.2,15.7,15.1,13.9,13.5,13.0,15.4,13.6,10.9,Anglais; Informatique; Malgache; Philosophie; SVT,autonomie; sens de l'organisation; développement rural; productions végétales et animales; sens de l'observation; aisance relationnelle,Animaux; Environnement; Musique,s'occupe d'un petit élevage ou d'un jardin potager; a réalisé un exposé scolaire sur la santé ou la biologie,Responsable de production animale; Ingénieur Agronome,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01247,19,M,Diana,Technique,14.45,14.8,17.9,12.5,12.7,15.3,12.2,14.0,12.5,15.0,16.5,16.5,13.5,Arts; Informatique; Malgache; Physique_Chimie,gestion de production industrielle; maintenance industrielle pluridisciplinaire; sens de l'observation; sens de l'organisation; électronique de puissance,Électronique; Réseaux sociaux,a participé à un club de robotique ou de modélisme; a effectué un stage d'observation dans un atelier ou une usine,Ingénieur en bureau d'études mécanique; Ingénieur en électrotechnique,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01248,20,M,Atsinanana,D,12.38,14.1,12.3,11.0,14.0,12.4,12.5,12.7,11.9,15.9,9.8,11.5,10.5,Anglais; Economie; Francais; Histoire_Geo; Mathematiques,fiscalité d'entreprise; comptabilité générale et analytique; esprit d'équipe; gestion de trésorerie; autonomie,Actualité et politique; Économie,s'intéresse à l'actualité économique et suit des chaînes d'information,Chef Comptable; Contrôleur de gestion,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01249,17,M,Betsiboka,C,6.97,9.6,13.2,7.0,7.2,7.0,7.6,4.3,4.6,5.5,7.1,4.9,5.6,Anglais; Malgache; Mathematiques; Physique_Chimie,autonomie; gestion de production industrielle; sens de l'organisation; esprit d'analyse,Mécanique; Automobile et aéronautique; Musique,aide régulièrement à l'entretien de véhicules en famille; a effectué un stage d'observation dans un atelier ou une usine; pratique un sport en club depuis plusieurs années,Ingénieur en maintenance industrielle; avoir un poste à responsabilités,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01250,17,F,Alaotra-Mangoro,D,15.78,20,14.3,13.3,16.4,12.5,13.7,16.3,14.2,17.8,19.0,15.0,16.9,EPS; Economie; Informatique; Mathematiques,esprit d'analyse; créativité; développement full-stack; rigueur; business intelligence; esprit d'équipe,Jeux vidéo,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée,Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01251,20,M,Fitovinany,C,13.28,16.0,12.6,13.0,11.9,13.7,10.3,14.8,12.7,15.9,14.0,11.4,13.1,Economie; Histoire_Geo; Informatique; Mathematiques,traitement de données massives (Big Data); autonomie; analyse statistique et probabilités appliquées; machine learning et deep learning; esprit d'analyse; curiosité,Réseaux sociaux et numérique; Programmation,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Statisticien financier; Analyste Big Data,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01252,18,M,Sofia,D,12.89,18.0,12.0,12.8,12.2,13.5,11.2,10.5,12.1,12.4,15.7,11.6,12.7,Informatique; Malgache; Mathematiques,autonomie; curiosité; sens de l'organisation; machine learning et deep learning; créativité,Robotique,a participé à un club informatique ou de robotique au lycée; a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Statisticien financier,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01253,20,F,Diana,OSE,10.87,10.4,10.1,9.6,11.5,11.3,12.5,10.4,9.8,15.4,9.3,11.2,8.9,Anglais; Arts; Economie; Francais; Malgache,esprit d'analyse; créativité; curiosité; persévérance; analyse financière et gestion budgétaire,Entrepreneuriat; Réseaux sociaux,a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Analyste de marché; Gestionnaire administratif et financier,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01254,18,F,Alaotra-Mangoro,A1,12.03,12.5,9.3,8.9,13.6,14.4,13.8,11.7,15.5,11.6,11.7,10.5,10.9,Anglais; Francais; Malgache; Philosophie,aisance relationnelle; analyse financière et gestion budgétaire; sens de l'organisation; stratégie marketing et commerciale,Gestion; Économie,a participé à un club de débat ou un simulacre de procès au lycée,Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,CAA
P01255,18,M,Analamanga,C,11.15,10.2,9.4,14.9,10.4,10.7,12.7,12.7,12.2,10.7,12.0,7.5,10.4,Anglais; Histoire_Geo; Philosophie; SVT,agroécologie et agriculture biologique; curiosité; autonomie; productions végétales et animales; aisance relationnelle,Nature; Réseaux sociaux,aide régulièrement dans l'exploitation agricole familiale; a réalisé un exposé scolaire sur la santé ou la biologie; pratique un sport en club depuis plusieurs années,Consultant en agroécologie,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01256,20,F,Atsimo-Atsinanana,C,7.47,8.8,8.4,10.3,7.1,8.5,8.6,9.6,3.4,5.7,7.2,6.9,5.1,Anglais; Histoire_Geo; Malgache; Mathematiques; SVT,normes HACCP et microbiologie; rigueur; créativité; sécurité alimentaire; autonomie; biochimie et R&D; sens de l'observation,Santé; Environnement; Musique,a réalisé un exposé scolaire sur la santé ou la biologie; a participé à un club de sciences naturelles ou d'écologie; participe à des activités associatives ou de bénévolat,Chef de production,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01257,18,F,Betsiboka,C,11.28,12.5,11.3,10.9,12.3,11.9,11.2,11.9,11.9,11.6,10.2,9.8,9.9,Francais; Histoire_Geo; Malgache; Mathematiques; Philosophie,business intelligence; rigueur; aisance relationnelle,Technologie; Bénévolat associatif,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Ingénieur Machine Learning; Data Scientist,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01258,20,M,Fitovinany,C,12.78,13.5,10.7,10.4,13.6,14.3,11.4,12.5,12.8,17.1,12.2,13.3,11.5,Economie; Francais; Malgache,management stratégique; rigueur; gestion financière prévisionnelle; esprit d'équipe; pilotage et planification de projets; esprit d'analyse; sens de l'organisation,Économie; Gestion; Réseaux sociaux,gère les comptes d'une association d'élèves,Analyste économique; Chef de projet,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
