source,relation,target
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Etudiant_P00278,aSerieBac,Prerequis_Baccalaureat_serie_TGI
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Etudiant_P01139,possede,Competence_sens_de_l_organisation
Etudiant_P00433,prefere,Matiere_Economie
Etudiant_P00826,prefere,Matiere_Informatique
Etudiant_P01317,possede,Competence_curiosite
Etudiant_P00957,possede,Competence_curiosite
Competence_Communication_digitale,estRequisePour,Metier_Chef_de_projet_communication_digitale
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Science_des_aliments
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_bureau_d_etudes_mecanique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Management
Etudiant_P01247,possede,Competence_sens_de_l_observation
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Technique_genie_civil_BTP
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_OSE
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Manager_de_PME_PMI
Competence_Econometrie_Analyse_economique,estRequisePour,Metier_Analyste_economique
Etudiant_P00975,aCentreInteret,Interet_Animaux
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_internationale
Etudiant_P01185,prefere,Matiere_Francais
Etudiant_P01545,prefere,Matiere_Mathematiques
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Technique_agricole_elevage
Etudiant_P00003,aSerieBac,Prerequis_Baccalaureat_serie_TMA
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Management
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Gestion_de_chantier
Etudiant_P00382,possede,Competence_esprit_d_equipe
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Industrie_pharmaceutique
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agronomie_tropicale
Competence_Gestion_previsionnelle,estRequisePour,Metier_Planificateur_de_projets
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Ressources_minieres
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_cellulaire
Etudiant_P01348,aSerieBac,Prerequis_Baccalaureat_serie_TFFI
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_informatiques
Parcours_Industries_Agroalimentaires,prepareA,Metier_Gestionnaire_d_unites_de_transformation_Chef_de_production
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Programmation_Logique
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Technique_industrielle
Parcours_Commerce_et_Administration_des_Affaires,developpe,Competence_Maitrise_des_techniques_de_negociation_et_de_vente_internationale
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Technique_genie_civil_BTP
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Management
Etudiant_P01210,possede,Competence_esprit_d_equipe
Competence_Gestion_de_chantier_Metre,estRequisePour,Metier_Conducteur_de_travaux
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_GPI
Etudiant_P01348,prefere,Matiere_Economie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Publication_Assistee_par_Ordinateur
Etudiant_P00156,aCentreInteret,Interet_Nature
Etudiant_P01348,aCentreInteret,Interet_Entrepreneuriat
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_L
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Decisionnelle
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Gestion_des_risques_industriels_securite_HSE_et_environnementaux
Parcours_Agriculture_et_Elevage,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P00382,prefere,Matiere_Economie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Codage
Competence_HSE_Risques_industriels,estRequisePour,Metier_Responsable_Securite_et_Environnement
Etudiant_P01247,aCentreInteret,Interet_Programmation
Etudiant_P00382,prefere,Matiere_Physique_Chimie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Etudiant_P00475,aCentreInteret,Interet_Economie
Competence_Developpement_IA_Deep_Learning,estRequisePour,Metier_Ingenieur_IA_Consultant_IA
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Production_montage_et_traitement_audiovisuel_Son_Photo_Video
Etudiant_P01225,aCentreInteret,Interet_Electronique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Etudiant_P00003,aCentreInteret,Interet_Gestion
Etudiant_P01296,estOrienteVers,Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Toxicologie_alimentaire
Etudiant_P00003,prefere,Matiere_Arts
Etudiant_P00278,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Competence_Semiologie_Physiopathologie,estRequisePour,Metier_Delegue_medical_expert
Etudiant_P00305,possede,Competence_sens_de_l_organisation
Etudiant_P01210,possede,Competence_sens_de_l_observation
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Microeconomie
Competence_Gestion_de_production_industrielle,estRequisePour,Metier_Responsable_de_production
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Pascal
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Merise
Competence_Ingenierie_hydraulique_routiere,estRequisePour,Metier_Ingenieur_d_infrastructures
Competence_Biochimie_R_D,estRequisePour,Metier_Charge_de_R_D_alimentaire
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Gestion_de_laboratoire_d_analyses_medicales_et_industrielles
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Technique_industrielle
Etudiant_P01296,possede,Competence_sens_de_l_observation
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Marketing
Competence_Gestion_de_projet_Analyse_financiere,estRequisePour,Metier_Chef_de_projet
Etudiant_P01139,prefere,Matiere_Philosophie
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_rurale
Etudiant_P01225,possede,Competence_autonomie
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Enzymologie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_previsionnelle
Competence_Management_hotelier_Restauration,estRequisePour,Metier_Directeur_d_etablissement_hotelier
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Economie_rurale
Etudiant_P00460,possede,Competence_sens_de_l_organisation
Etudiant_P00803,possede,Competence_rigueur
Parcours_Finances_et_Comptabilite,prepareA,Metier_Controleur_de_gestion
Etudiant_P01317,aSerieBac,Prerequis_Baccalaureat_serie_TMEL
Etudiant_P01139,aCentreInteret,Interet_Technologie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_UX_UI_Designer
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Conception_et_programmation_de_systemes_embarques_Microcontroleurs
Etudiant_P01479,possede,Competence_curiosite
Etudiant_P01127,prefere,Matiere_Francais
Etudiant_P00475,possede,Competence_curiosite
Etudiant_P01296,aCentreInteret,Interet_Jeux_video
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Comptabilite_financiere
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Anglais
Parcours_Finances_et_Comptabilite,developpe,Competence_Gestion_de_tresorerie_ingenierie_financiere_et_technique_bancaire
Etudiant_P00978,aCentreInteret,Interet_Sport
Competence_Ethnopharmacologie_Phytochimie,estRequisePour,Metier_Chercheur_en_phyto_medicaments
Competence_Strategie_commerciale,estRequisePour,Metier_Responsable_commercial
Etudiant_P00803,prefere,Matiere_Economie
Parcours_Agriculture_et_Elevage,developpe,Competence_Expertise_en_zootechnie_pisciculture_et_elevage_specialise
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Machine_Learning
Parcours_Agriculture_et_Elevage,developpe,Competence_Optimisation_des_rendements_agricoles_et_gestion_durable_des_sols
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_Minier
Parcours_Industries_Agroalimentaires,necessite,Prerequis_Technique_agricole_elevage
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Expert_en_contentieux_d_affaires_Agent_de_recouvrement
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Physiologie_Vegetale
Competence_Technologies_de_l_information,estRequisePour,Metier_Ingenieur_en_technologies_de_la_communication
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_JavaScript
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Deep_Learning
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Hygiene
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Decisionnelle
Etudiant_P01185,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Additifs_alimentaires
Etudiant_P00003,prefere,Matiere_Histoire_Geo
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Fruits_et_legumes
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Geologie_Appliquee
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Analyse_financiere
Etudiant_P00433,possede,Competence_sens_de_l_observation
Etudiant_P00515,prefere,Matiere_Histoire_Geo
Etudiant_P00382,aCentreInteret,Interet_Economie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_medicale
Etudiant_P00550,aCentreInteret,Interet_Environnement
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie_generale
Etudiant_P01067,prefere,Matiere_Physique_Chimie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Structures_des_ordinateurs
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Management
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_PHP
Competence_CAO_AutoCAD,estRequisePour,Metier_Ingenieur_en_bureau_d_etudes
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Maitrise_du_droit_minier_et_de_la_reglementation_sectorielle
Etudiant_P00978,prefere,Matiere_Physique_Chimie
Etudiant_P01348,possede,Competence_esprit_d_equipe
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Maintenance_avion
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Elevage
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agronomie
Parcours_Finances_et_Comptabilite,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Finances_et_Comptabilite,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Mecanique_rationnelle
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Bio_informatique
Etudiant_P01545,possede,Competence_creativite
Etudiant_P01317,aCentreInteret,Interet_Cultures_du_monde
Etudiant_P01127,possede,Competence_curiosite
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Etude_d_impact_environnemental
Etudiant_P00475,aCentreInteret,Interet_Gestion
Parcours_Industries_Agroalimentaires,prepareA,Metier_Responsable_Qualite_et_Hygiene_HACCP
Parcours_Electromecanique_et_Informatique_Industrielle,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Geologie_de_Madagascar
Etudiant_P01160,aCentreInteret,Interet_Debat_et_droit
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Gestion_financiere_et_previsionnelle_de_projets
Etudiant_P00433,aCentreInteret,Interet_Gestion
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_A1
Competence_Technique_bancaire_Tresorerie,estRequisePour,Metier_Tresorier_d_entreprise
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Marketing_International
Etudiant_P00433,possede,Competence_autonomie
Etudiant_P01160,prefere,Matiere_Histoire_Geo
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P01160,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_de_projet
Etudiant_P01185,prefere,Matiere_Physique_Chimie
Etudiant_P01479,aSerieBac,Prerequis_Baccalaureat_serie_TFFI
Competence_Management_strategique,estRequisePour,Metier_Consultant_en_management
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Hydrobiologie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Ondes_et_Propagations
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Geotechnie
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_de_projet_de_developpement
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Responsable_suivi_evaluation_de_projets
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme
Etudiant_P00278,aCentreInteret,Interet_Jeux_video
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Neuro_marketing
Parcours_Finances_et_Comptabilite,prepareA,Metier_Auditeur_financier_interne_externe
Etudiant_P00550,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Finance_publique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Developpement_d_applications_web_et_mobile_multimedia
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Macroeconomie
Etudiant_P00402,aSerieBac,Prerequis_Baccalaureat_serie_TFFI
Etudiant_P00826,possede,Competence_aisance_relationnelle
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Physiologie_Animale
Etudiant_P00047,prefere,Matiere_Mathematiques
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Toxicologie_Generale
Etudiant_P00493,prefere,Matiere_Francais
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_bleu
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Competence_Ecotourisme_Environnement,estRequisePour,Metier_Responsable_de_site_protege
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Conducteur_de_travaux_Chef_de_chantier
Competence_Gestion_financiere_Analyse,estRequisePour,Metier_Gestionnaire_administratif_et_financier
Etudiant_P00826,aSerieBac,Prerequis_Baccalaureat_serie_TMEL
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,appartientAMention,Mention_Genie_Industriel
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Analyste_de_marche_Consultant_en_strategie_commerciale
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Musique
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Ossatures_bois
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Microbiologie
Etudiant_P00003,prefere,Matiere_Economie
Etudiant_P00218,prefere,Matiere_Mathematiques
Etudiant_P00433,aCentreInteret,Interet_Benevolat_associatif
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Mecanique_des_fluides
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Environnement
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biochimie
Etudiant_P01127,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Etudiant_P01592,aSerieBac,Prerequis_Baccalaureat_serie_EN
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biotechnologie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Genetique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Management
Etudiant_P01296,aCentreInteret,Interet_Reseaux_sociaux
Etudiant_P00402,prefere,Matiere_Physique_Chimie
Etudiant_P00382,estOrienteVers,Parcours_Finances_et_Comptabilite
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Programmation_Logique
Etudiant_P01160,prefere,Matiere_Mathematiques
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Mine_avancee
Etudiant_P00475,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_AUTOCAD
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Acoustique
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Analyste_economique_Charge_d_etudes_economiques
Etudiant_P01067,possede,Competence_esprit_d_equipe
Etudiant_P00047,prefere,Matiere_Economie
Etudiant_P01160,aCentreInteret,Interet_Sport
Etudiant_P01348,possede,Competence_perseverance
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Atomistique
Etudiant_P01139,estOrienteVers,Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle
Etudiant_P01479,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Science_et_technique_petrolieres
Competence_Automatisme_Electrotechnique,estRequisePour,Metier_Ingenieur_en_Automatismes
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Utilisation_de_l_IA_appliquee_aux_contenus_multimedias
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P00218,prefere,Matiere_Economie
Etudiant_P01479,prefere,Matiere_Informatique
Etudiant_P00218,aCentreInteret,Interet_Entrepreneuriat
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Technique_industrielle
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Chimie_organique
Parcours_Economie_et_Management_de_Projet,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacocinetique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electronique_de_puissance
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Etudiant_P01335,aSerieBac,Prerequis_Baccalaureat_serie_TTER
Etudiant_P01335,prefere,Matiere_Philosophie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Integration_de_solutions_IoT_et_objets_connectes
Etudiant_P00515,aSerieBac,Prerequis_Baccalaureat_serie_TOM
Etudiant_P00003,possede,Competence_esprit_d_analyse
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_GLCIA
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Competence_Technique_d_agence_Accueil,estRequisePour,Metier_Manager_d_agence_de_voyage
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,provientDeSource,Source_ISPM_Presentation_generale
Competence_Systemes_embarques_IoT,estRequisePour,Metier_Ingenieur_IoT_Embarque
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Exploitation_extraction_et_raffinage_des_ressources_Mines_Petrole
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P01160,prefere,Matiere_Economie
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Aviculture
Etudiant_P00156,possede,Competence_autonomie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Organisation
Etudiant_P00495,possede,Competence_sens_de_l_observation
Etudiant_P00978,aSerieBac,Prerequis_Baccalaureat_serie_TMA
Parcours_Economie_et_Management_de_Projet,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Responsable_Marketing_Chef_de_produit_commercial
Parcours_Economie_et_Management_de_Projet,provientDeSource,Source_ISPM_Presentation_generale
Etudiant_P00305,aCentreInteret,Interet_Sport
Etudiant_P00975,prefere,Matiere_SVT
Etudiant_P01185,possede,Competence_esprit_d_equipe
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Geographie_Rurale
Parcours_Agriculture_et_Elevage,necessite,Prerequis_Technique_agricole_elevage
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Securite_alimentaire
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P01139,aCentreInteret,Interet_Reseaux_sociaux_et_numerique
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Assainissement
Competence_Robotique_et_Domotique,estRequisePour,Metier_Specialiste_Robotique
Etudiant_P01139,prefere,Matiere_Francais
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_monetaire
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_GPI
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Genie_industriel_alimentaire
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Controle_qualite_reglementation_et_pharmacotechnie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biotechnologie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Cryptographie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Specialiste_en_valorisation_des_ressources_naturelles_Phyto_medicaments
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Merise
Etudiant_P01247,prefere,Matiere_Mathematiques
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Technologie_des_materiaux
Etudiant_P01545,aSerieBac,Prerequis_Baccalaureat_serie_EN
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_AUTOCAD
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Elements_finis
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_Ingenieur_en_technologies_de_la_communication
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_vivriere
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Langage_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_Minerale
Etudiant_P00305,prefere,Matiere_Economie
Etudiant_P00410,prefere,Matiere_Philosophie
Etudiant_P00957,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Etudiant_P01592,possede,Competence_esprit_d_equipe
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Marketing
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Microcontroleur
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Programmation_Logique
Etudiant_P00630,prefere,Matiere_Economie
Competence_Ingenierie_logicielle_POO,estRequisePour,Metier_Ingenieur_Genie_Logiciel
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Conception_et_mise_en_uvre_de_solutions_de_Business_Intelligence
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,provientDeSource,Source_ISPM_Presentation_generale
Etudiant_P00495,prefere,Matiere_Malgache
Etudiant_P00464,aCentreInteret,Interet_Technologie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_mathematique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_HTML_CSS
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_A2
Etudiant_P00803,aCentreInteret,Interet_Technologie
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Technique_d_agence
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_JavaScript
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Politique_economique
Etudiant_P00495,aCentreInteret,Interet_Gestion
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Developpement_rural
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Pisciculture
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Resistance_des_materiaux
Etudiant_P01225,possede,Competence_esprit_d_equipe
Etudiant_P00047,aCentreInteret,Interet_Economie
Etudiant_P00630,prefere,Matiere_Physique_Chimie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Photo
Parcours_Industries_Agroalimentaires,developpe,Competence_Analyse_biochimique_microbiologique_et_toxicologique_des_aliments
Etudiant_P01225,prefere,Matiere_Mathematiques
Competence_Analyses_en_laboratoire,estRequisePour,Metier_Technicien_Ingenieur_de_laboratoire
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Hydrologie_appliquee
